pathogen	drug_group	state_id	proportion_nonsusceptible
S. aureus	nitrofurantoin	stateERZ	0.006582
S. aureus	nitrofurantoin	stateGKW	0.005496
S. aureus	nitrofurantoin	stateHQX	0.005896
S. aureus	nitrofurantoin	stateIJE	0.023562
S. aureus	nitrofurantoin	stateIWK	0.00901
S. aureus	nitrofurantoin	stateJBF	0.001862
S. aureus	nitrofurantoin	stateKFE	4.07e-4
S. aureus	nitrofurantoin	stateLJC	0.01048
S. aureus	nitrofurantoin	stateLMH	0.020037
S. aureus	nitrofurantoin	stateLWR	0.035067
S. aureus	nitrofurantoin	stateMMO	0.049534
S. aureus	nitrofurantoin	stateNWF	0.05449
S. aureus	nitrofurantoin	stateOUP	0.01624
S. aureus	nitrofurantoin	statePIO	6.1e-4
S. aureus	nitrofurantoin	statePJJ	0.00363
S. aureus	nitrofurantoin	stateQES	0
S. aureus	nitrofurantoin	stateSHP	0.008022
S. aureus	nitrofurantoin	stateSLZ	0.08
S. aureus	nitrofurantoin	stateSNB	0
S. aureus	nitrofurantoin	stateSTP	0.021504
S. aureus	nitrofurantoin	stateTGK	0.001238
S. aureus	nitrofurantoin	stateTMR	0.018239
S. aureus	nitrofurantoin	stateTOE	0
S. aureus	nitrofurantoin	stateUMX	0.10208
S. aureus	nitrofurantoin	stateVIE	0.008617
S. aureus	nitrofurantoin	stateVUS	0.009487
S. aureus	nitrofurantoin	stateWPV	0.015081
S. aureus	nitrofurantoin	stateXYX	0.005823
S. aureus	nitrofurantoin	stateYJD	0
S. aureus	nitrofurantoin	stateYUW	0.001885
S. aureus	nitrofurantoin	stateYVE	0.003634
S. aureus	nitrofurantoin	stateZWS	0.016779
S. aureus	quinolone	stateBFU	0.186522
S. aureus	quinolone	stateCCZ	0.382574
S. aureus	quinolone	stateCUX	0.312987
S. aureus	quinolone	stateCWD	0.378763
S. aureus	quinolone	stateCYL	0.392427
S. aureus	quinolone	stateELN	0.226196
S. aureus	quinolone	stateEPB	0.311509
S. aureus	quinolone	stateEVG	0.196996
S. aureus	quinolone	stateGKW	0.355895
S. aureus	quinolone	stateHQX	0.33
S. aureus	quinolone	stateIJE	0.248475
S. aureus	quinolone	stateIWK	0.392156
S. aureus	quinolone	stateJBF	0.329708
S. aureus	quinolone	stateKFE	0.307675
S. aureus	quinolone	stateLJC	0.367423
S. aureus	quinolone	stateLMH	0.557113
S. aureus	quinolone	stateLWR	0.32664
S. aureus	quinolone	stateMMO	0.460749
S. aureus	quinolone	stateNWF	0.377834
S. aureus	quinolone	stateOUP	0.406012
S. aureus	quinolone	statePIO	0.272213
S. aureus	quinolone	statePJJ	0.120636
S. aureus	quinolone	stateQES	0.64
S. aureus	quinolone	stateRHV	0.365052
S. aureus	quinolone	stateSHP	0.497398
S. aureus	quinolone	stateSLZ	0.374657
S. aureus	quinolone	stateSNB	0.142493
S. aureus	quinolone	stateSTP	0.275182
S. aureus	quinolone	stateTGK	0.291363
S. aureus	quinolone	stateTMR	0.293458
S. aureus	quinolone	stateTOE	0.314381
S. aureus	quinolone	stateUMX	0.386093
S. aureus	quinolone	stateVIE	0.349228
S. aureus	quinolone	stateVUS	0.380176
S. aureus	quinolone	stateWFM	0.38
S. aureus	quinolone	stateWPV	0.618186
S. aureus	quinolone	stateXYX	0.293004
S. aureus	quinolone	stateYJD	0.52058
S. aureus	quinolone	stateYUW	0.373964
S. aureus	quinolone	stateYVE	0.43921
S. aureus	quinolone	stateZWS	0.646847
S. aureus	tetracycline	stateBFU	0.038917
S. aureus	tetracycline	stateCCZ	0.052061
S. aureus	tetracycline	stateCUX	0.057914
S. aureus	tetracycline	stateCWD	0.056428
S. aureus	tetracycline	stateCYL	0.050887
S. aureus	tetracycline	stateELN	0.032388
S. aureus	tetracycline	stateEPB	0.05129
S. aureus	tetracycline	stateERZ	0.067643
S. aureus	tetracycline	stateEVG	0.065308
S. aureus	tetracycline	stateGKW	0.052987
S. aureus	tetracycline	stateHQX	0.055251
S. aureus	tetracycline	stateIJE	0.067212
S. aureus	tetracycline	stateIWK	0.096111
S. aureus	tetracycline	stateJBF	0.042537
S. aureus	tetracycline	stateKFE	0.045466
S. aureus	tetracycline	stateLJC	0.06199
S. aureus	tetracycline	stateLMH	0.026408
S. aureus	tetracycline	stateLWR	0.05
S. aureus	tetracycline	stateMMO	0.031687
S. aureus	tetracycline	stateOUP	0.056665
S. aureus	tetracycline	statePIO	0.047653
S. aureus	tetracycline	statePJJ	0.057178
S. aureus	tetracycline	stateRHV	0.073967
S. aureus	tetracycline	stateSHP	0.056012
S. aureus	tetracycline	stateSLZ	0.049523
S. aureus	tetracycline	stateSNB	0.047419
S. aureus	tetracycline	stateSTP	0.078915
S. aureus	tetracycline	stateTGK	0.035517
S. aureus	tetracycline	stateTMR	0.059713
S. aureus	tetracycline	stateTOE	0.03683
S. aureus	tetracycline	stateUEQ	0.067729
S. aureus	tetracycline	stateUMX	0.051736
S. aureus	tetracycline	stateVIE	0.064842
S. aureus	tetracycline	stateVUS	0.038357
S. aureus	tetracycline	stateWFM	0.09
S. aureus	tetracycline	stateWPV	0.117491
S. aureus	tetracycline	stateXYX	0.036574
S. aureus	tetracycline	stateYJD	0.038058
S. aureus	tetracycline	stateYUW	0.061409
S. aureus	tetracycline	stateYVE	0.043019
S. aureus	tetracycline	stateZWS	0.117716
S. aureus	tmpsmx	stateBFU	0.020937
S. aureus	tmpsmx	stateCCZ	0.016684
S. aureus	tmpsmx	stateCUX	0.027145
S. aureus	tmpsmx	stateCWD	0.015555
S. aureus	tmpsmx	stateCYL	0.023988
S. aureus	tmpsmx	stateELN	0.04738
S. aureus	tmpsmx	stateEPB	0.030361
S. aureus	tmpsmx	stateERZ	0.010523
S. aureus	tmpsmx	stateEVG	0.025187
S. aureus	tmpsmx	stateGKW	0.037086
S. aureus	tmpsmx	stateHQX	0.018388
S. aureus	tmpsmx	stateIJE	0.095141
S. aureus	tmpsmx	stateIWK	0.054425
S. aureus	tmpsmx	stateJBF	0.021552
S. aureus	tmpsmx	stateKFE	0.009206
S. aureus	tmpsmx	stateLJC	0.022039
S. aureus	tmpsmx	stateLMH	0.011128
S. aureus	tmpsmx	stateLWR	0.015013
S. aureus	tmpsmx	stateMMO	0.012061
S. aureus	tmpsmx	stateNWF	0.028244
S. aureus	tmpsmx	stateOUP	0.038549
S. aureus	tmpsmx	statePIO	0.016251
S. aureus	tmpsmx	statePJJ	0.035833
S. aureus	tmpsmx	stateQES	0.07
S. aureus	tmpsmx	stateRHV	0.016058
S. aureus	tmpsmx	stateSHP	0.022435
S. aureus	tmpsmx	stateSLZ	0.028115
S. aureus	tmpsmx	stateSNB	0.021475
S. aureus	tmpsmx	stateSTP	0.018385
S. aureus	tmpsmx	stateTGK	0.011575
S. aureus	tmpsmx	stateTMR	0.043128
S. aureus	tmpsmx	stateTOE	0.01
S. aureus	tmpsmx	stateUEQ	0.032778
S. aureus	tmpsmx	stateUMX	0.021651
S. aureus	tmpsmx	stateVIE	0.019278
S. aureus	tmpsmx	stateVUS	0.020919
S. aureus	tmpsmx	stateWFM	0
S. aureus	tmpsmx	stateWPV	0.07322
S. aureus	tmpsmx	stateXYX	0.026274
S. aureus	tmpsmx	stateYJD	0.008058
S. aureus	tmpsmx	stateYUW	0.006925
S. aureus	tmpsmx	stateYVE	0.023274
S. aureus	tmpsmx	stateZWS	0.067375
S. pneumoniae	beta_lactam	stateBFU	0.133374
S. pneumoniae	beta_lactam	stateCCZ	0.069828
S. pneumoniae	beta_lactam	stateCUX	0.047244
S. pneumoniae	beta_lactam	stateCWD	0.101887
S. pneumoniae	beta_lactam	stateCYL	0.078816
S. pneumoniae	beta_lactam	stateELN	0.133575
S. pneumoniae	beta_lactam	stateEPB	0.194515
S. pneumoniae	beta_lactam	stateERZ	0.138974
S. pneumoniae	beta_lactam	stateEVG	0.131706
S. pneumoniae	beta_lactam	stateGKW	0.220538
S. pneumoniae	beta_lactam	stateHQX	0.172308
S. pneumoniae	beta_lactam	stateIJE	0.113941
S. pneumoniae	beta_lactam	stateIWK	0.204528
S. pneumoniae	beta_lactam	stateJBF	0.119373
S. pneumoniae	beta_lactam	stateKFE	0.057943
S. pneumoniae	beta_lactam	stateLJC	0.167333
S. pneumoniae	beta_lactam	stateLMH	0.018182
S. pneumoniae	beta_lactam	stateLWR	0.05082
S. pneumoniae	beta_lactam	stateMMO	0.093743
S. pneumoniae	beta_lactam	stateOUP	0.108786
S. pneumoniae	beta_lactam	statePIO	0.029492
S. pneumoniae	beta_lactam	statePJJ	0.025757
S. pneumoniae	beta_lactam	stateRHV	0.025962
S. pneumoniae	beta_lactam	stateSHP	0.099403
S. pneumoniae	beta_lactam	stateSLZ	0.138924
S. pneumoniae	beta_lactam	stateSNB	0.123115
S. pneumoniae	beta_lactam	stateSTP	0.081423
S. pneumoniae	beta_lactam	stateTMR	0.165333
S. pneumoniae	beta_lactam	stateTOE	0.039796
S. pneumoniae	beta_lactam	stateUEQ	0.02
S. pneumoniae	beta_lactam	stateUMX	0.179464
S. pneumoniae	beta_lactam	stateVIE	0.048541
S. pneumoniae	beta_lactam	stateVUS	0.05
S. pneumoniae	beta_lactam	stateWPV	0.202943
S. pneumoniae	beta_lactam	stateXYX	0.153107
S. pneumoniae	beta_lactam	stateYJD	0.045
S. pneumoniae	beta_lactam	stateYUW	0.329704
S. pneumoniae	beta_lactam	stateYVE	0.10061
S. pneumoniae	beta_lactam	stateZWS	0.116622
S. pneumoniae	cephalosporin	stateBFU	0.03214
S. pneumoniae	cephalosporin	stateCCZ	0.02478
S. pneumoniae	cephalosporin	stateCUX	0.02
S. pneumoniae	cephalosporin	stateCWD	0.019457
S. pneumoniae	cephalosporin	stateCYL	0.069783
S. pneumoniae	cephalosporin	stateELN	0.074185
S. pneumoniae	cephalosporin	stateEPB	0.089619
S. pneumoniae	cephalosporin	stateERZ	0.089259
S. pneumoniae	cephalosporin	stateEVG	0.057452
S. pneumoniae	cephalosporin	stateGKW	0.037051
S. pneumoniae	cephalosporin	stateHQX	0.059487
S. pneumoniae	cephalosporin	stateIJE	0.061817
S. pneumoniae	cephalosporin	stateIWK	0.145094
S. pneumoniae	cephalosporin	stateJBF	0.058735
S. pneumoniae	cephalosporin	stateKFE	0.059023
S. pneumoniae	cephalosporin	stateLJC	0.052159
S. pneumoniae	cephalosporin	stateLMH	0.010505
S. pneumoniae	cephalosporin	stateMMO	0.013851
S. pneumoniae	cephalosporin	stateOUP	0.03826
S. pneumoniae	cephalosporin	statePIO	0.010977
S. pneumoniae	cephalosporin	statePJJ	0.08
S. pneumoniae	cephalosporin	stateRHV	0.077692
S. pneumoniae	cephalosporin	stateSHP	0.049506
S. pneumoniae	cephalosporin	stateSLZ	0.035494
S. pneumoniae	cephalosporin	stateSNB	0.123053
S. pneumoniae	cephalosporin	stateSTP	0.018091
S. pneumoniae	cephalosporin	stateTMR	0.065863
S. pneumoniae	cephalosporin	stateTOE	0
S. pneumoniae	cephalosporin	stateUEQ	0
S. pneumoniae	cephalosporin	stateUMX	0.060737
S. pneumoniae	cephalosporin	stateVIE	0.050609
S. pneumoniae	cephalosporin	stateVUS	0.04
S. pneumoniae	cephalosporin	stateWPV	0.090042
S. pneumoniae	cephalosporin	stateXYX	0.065569
S. pneumoniae	cephalosporin	stateYJD	0.05
S. pneumoniae	cephalosporin	stateYUW	0.089256
S. pneumoniae	cephalosporin	stateYVE	0.043866
S. pneumoniae	cephalosporin	stateZWS	0.0669
S. pneumoniae	macrolide	stateBFU	0.396788
S. pneumoniae	macrolide	stateCCZ	0.540913
S. pneumoniae	macrolide	stateCUX	0.481538
S. pneumoniae	macrolide	stateCWD	0.541087
S. pneumoniae	macrolide	stateCYL	0.525854
S. pneumoniae	macrolide	stateELN	0.353267
S. pneumoniae	macrolide	stateEPB	0.480632
S. pneumoniae	macrolide	stateERZ	0.632051
S. pneumoniae	macrolide	stateEVG	0.404182
S. pneumoniae	macrolide	stateGKW	0.405115
S. pneumoniae	macrolide	stateHQX	0.482564
S. pneumoniae	macrolide	stateIJE	0.43038
S. pneumoniae	macrolide	stateIWK	0.313191
S. pneumoniae	macrolide	stateJBF	0.37905
S. pneumoniae	macrolide	stateKFE	0.312073
S. pneumoniae	macrolide	stateLJC	0.430217
S. pneumoniae	macrolide	stateLMH	0.332626
S. pneumoniae	macrolide	stateLWR	0.258076
S. pneumoniae	macrolide	stateMMO	0.460455
S. pneumoniae	macrolide	stateOUP	0.296499
S. pneumoniae	macrolide	statePIO	0.406732
S. pneumoniae	macrolide	statePJJ	0.467003
S. pneumoniae	macrolide	stateRHV	0.588365
S. pneumoniae	macrolide	stateSHP	0.429743
S. pneumoniae	macrolide	stateSLZ	0.724218
S. pneumoniae	macrolide	stateSNB	0.446854
S. pneumoniae	macrolide	stateSTP	0.33779
S. pneumoniae	macrolide	stateTMR	0.403086
S. pneumoniae	macrolide	stateTOE	0.138571
S. pneumoniae	macrolide	stateUEQ	0.42
S. pneumoniae	macrolide	stateUMX	0.287638
S. pneumoniae	macrolide	stateVIE	0.508224
S. pneumoniae	macrolide	stateWPV	0.442836
S. pneumoniae	macrolide	stateXYX	0.50114
S. pneumoniae	macrolide	stateYJD	0.35
S. pneumoniae	macrolide	stateYUW	0.466444
S. pneumoniae	macrolide	stateYVE	0.398203
S. pneumoniae	macrolide	stateZWS	0.438571
S. pneumoniae	quinolone	stateBFU	0.009611
S. pneumoniae	quinolone	stateCCZ	0.02891
S. pneumoniae	quinolone	stateCUX	0.021399
S. pneumoniae	quinolone	stateCWD	0.01
S. pneumoniae	quinolone	stateCYL	0.036324
S. pneumoniae	quinolone	stateELN	0.005007
S. pneumoniae	quinolone	stateEPB	0.009922
S. pneumoniae	quinolone	stateERZ	0.005983
S. pneumoniae	quinolone	stateEVG	0.024463
S. pneumoniae	quinolone	stateGKW	0.008615
S. pneumoniae	quinolone	stateHQX	0.020513
S. pneumoniae	quinolone	stateIJE	0.010475
S. pneumoniae	quinolone	stateIWK	0
S. pneumoniae	quinolone	stateJBF	0
S. pneumoniae	quinolone	stateKFE	0.013177
S. pneumoniae	quinolone	stateLJC	0.047412
S. pneumoniae	quinolone	stateLMH	0.011515
S. pneumoniae	quinolone	stateLWR	0.03
S. pneumoniae	quinolone	stateMMO	0
S. pneumoniae	quinolone	stateOUP	0.010047
S. pneumoniae	quinolone	statePIO	0.005116
S. pneumoniae	quinolone	statePJJ	0.018564
S. pneumoniae	quinolone	stateRHV	0.017019
S. pneumoniae	quinolone	stateSHP	0
S. pneumoniae	quinolone	stateSLZ	0.014564
S. pneumoniae	quinolone	stateSNB	0.061082
S. pneumoniae	quinolone	stateSTP	0.020412
S. pneumoniae	quinolone	stateTMR	0.008891
S. pneumoniae	quinolone	stateTOE	0
S. pneumoniae	quinolone	stateUEQ	0
S. pneumoniae	quinolone	stateUMX	0.003211
S. pneumoniae	quinolone	stateVIE	0.00785
S. pneumoniae	quinolone	stateWPV	0.034483
S. pneumoniae	quinolone	stateXYX	0.020272
S. pneumoniae	quinolone	stateYJD	0.08
S. pneumoniae	quinolone	stateYUW	0.008235
S. pneumoniae	quinolone	stateYVE	0.026052
S. pneumoniae	quinolone	stateZWS	0.023744
S. pneumoniae	tetracycline	stateBFU	0.1561
S. pneumoniae	tetracycline	stateCCZ	0.23573
S. pneumoniae	tetracycline	stateCUX	0.17
S. pneumoniae	tetracycline	stateCWD	0.148943
S. pneumoniae	tetracycline	stateCYL	0.19
S. pneumoniae	tetracycline	stateELN	0.261176
S. pneumoniae	tetracycline	stateEPB	0.230546
S. pneumoniae	tetracycline	stateERZ	0.313846
S. pneumoniae	tetracycline	stateEVG	0.478083
S. pneumoniae	tetracycline	stateGKW	0.232423
S. pneumoniae	tetracycline	stateHQX	0.03
S. pneumoniae	tetracycline	stateIJE	0.225025
S. pneumoniae	tetracycline	stateIWK	0.31
S. pneumoniae	tetracycline	stateJBF	0.166927
S. pneumoniae	tetracycline	stateKFE	0.177485
S. pneumoniae	tetracycline	stateLJC	0.255341
S. pneumoniae	tetracycline	stateLMH	0.218283
S. pneumoniae	tetracycline	stateMMO	0.178952
S. pneumoniae	tetracycline	stateOUP	0.163809
S. pneumoniae	tetracycline	statePIO	0.19214
S. pneumoniae	tetracycline	statePJJ	0.233292
S. pneumoniae	tetracycline	stateRHV	0.331635
S. pneumoniae	tetracycline	stateSHP	0.25
S. pneumoniae	tetracycline	stateSLZ	0.260298
S. pneumoniae	tetracycline	stateSNB	0.207722
S. pneumoniae	tetracycline	stateSTP	0.1075
S. pneumoniae	tetracycline	stateTMR	0.108661
S. pneumoniae	tetracycline	stateTOE	0.1
S. pneumoniae	tetracycline	stateUMX	0.305991
S. pneumoniae	tetracycline	stateVIE	0.150374
S. pneumoniae	tetracycline	stateWPV	0.19625
S. pneumoniae	tetracycline	stateXYX	0.15961
S. pneumoniae	tetracycline	stateYJD	0.21
S. pneumoniae	tetracycline	stateYUW	0.154741
S. pneumoniae	tetracycline	stateYVE	0.205751
S. pneumoniae	tetracycline	stateZWS	0.211489
S. pneumoniae	tmpsmx	stateBFU	0.190428
S. pneumoniae	tmpsmx	stateCCZ	0.272951
S. pneumoniae	tmpsmx	stateCUX	0.24
S. pneumoniae	tmpsmx	stateCWD	0.279758
S. pneumoniae	tmpsmx	stateCYL	0.252687
S. pneumoniae	tmpsmx	stateELN	0.202993
S. pneumoniae	tmpsmx	stateEPB	0.403132
S. pneumoniae	tmpsmx	stateERZ	0.293846
S. pneumoniae	tmpsmx	stateEVG	0.209833
S. pneumoniae	tmpsmx	stateGKW	0.217462
S. pneumoniae	tmpsmx	stateHQX	0.267863
S. pneumoniae	tmpsmx	stateIJE	0.3019
S. pneumoniae	tmpsmx	stateIWK	0.191915
S. pneumoniae	tmpsmx	stateJBF	0.295806
S. pneumoniae	tmpsmx	stateKFE	0.200608
S. pneumoniae	tmpsmx	stateLJC	0.266364
S. pneumoniae	tmpsmx	stateLMH	0.264141
S. pneumoniae	tmpsmx	stateLWR	0.24
S. pneumoniae	tmpsmx	stateMMO	0.245749
S. pneumoniae	tmpsmx	stateOUP	0.212925
S. pneumoniae	tmpsmx	statePIO	0.183674
S. pneumoniae	tmpsmx	statePJJ	0.223488
S. pneumoniae	tmpsmx	stateRHV	0.36
S. pneumoniae	tmpsmx	stateSHP	0.202
S. pneumoniae	tmpsmx	stateSLZ	0.458372
S. pneumoniae	tmpsmx	stateSNB	0.248199
S. pneumoniae	tmpsmx	stateSTP	0.240075
S. pneumoniae	tmpsmx	stateTMR	0.216731
S. pneumoniae	tmpsmx	stateTOE	0.1
S. pneumoniae	tmpsmx	stateUEQ	0.19
S. pneumoniae	tmpsmx	stateUMX	0.309856
S. pneumoniae	tmpsmx	stateVIE	0.137259
S. pneumoniae	tmpsmx	stateWPV	0.324516
S. pneumoniae	tmpsmx	stateXYX	0.340821
S. pneumoniae	tmpsmx	stateYJD	0.16
S. pneumoniae	tmpsmx	stateYUW	0.22
S. pneumoniae	tmpsmx	stateYVE	0.192112
S. pneumoniae	tmpsmx	stateZWS	0.208069
Serratia	beta_lactam	stateCCZ	0.579607
Serratia	beta_lactam	stateCWD	0.02
Serratia	beta_lactam	stateCYL	0.52658
Serratia	beta_lactam	stateELN	0
Serratia	beta_lactam	stateEPB	0.392578
Serratia	beta_lactam	stateERZ	0.590698
Serratia	beta_lactam	stateEVG	0.06878
Serratia	beta_lactam	stateGKW	0.87953
Serratia	beta_lactam	stateIJE	0.503015
Serratia	beta_lactam	stateIWK	0.2375
Serratia	beta_lactam	stateJBF	0
Serratia	beta_lactam	stateKFE	0.244167
Serratia	beta_lactam	stateLJC	0.605434
Serratia	beta_lactam	stateLWR	0.217143
Serratia	beta_lactam	stateNWF	0.009262
Serratia	beta_lactam	stateOUP	0.24478
Serratia	beta_lactam	statePIO	0.16645
Serratia	beta_lactam	statePJJ	0.07
Serratia	beta_lactam	stateRHV	0.64
Serratia	beta_lactam	stateSHP	0.067809
Serratia	beta_lactam	stateSLZ	0.361728
Serratia	beta_lactam	stateSNB	0.513258
Serratia	beta_lactam	stateSTP	0.03
Serratia	beta_lactam	stateTMR	0.412928
Serratia	beta_lactam	stateTOE	0.07
Serratia	beta_lactam	stateUEQ	0.01
Serratia	beta_lactam	stateUMX	0.325176
Serratia	beta_lactam	stateVIE	0.314145
Serratia	beta_lactam	stateVUS	0.008986
Serratia	beta_lactam	stateWFM	0.08
Serratia	beta_lactam	stateWPV	0.60512
Serratia	beta_lactam	stateXYX	0.387676
Serratia	beta_lactam	stateYUW	0.171068
Serratia	beta_lactam	stateYVE	0.358126
Serratia	beta_lactam	stateZWS	0.703566
Serratia	cephalosporin	stateBFU	0.012047
Serratia	cephalosporin	stateCCZ	0.322062
Serratia	cephalosporin	stateCUX	0.06
Serratia	cephalosporin	stateCWD	0.2725
Serratia	cephalosporin	stateCYL	0.185409
Serratia	cephalosporin	stateELN	0.052002
Serratia	cephalosporin	stateEPB	0.209413
Serratia	cephalosporin	stateERZ	0.523912
Serratia	cephalosporin	stateEVG	0.048923
Serratia	cephalosporin	stateGKW	0.177131
Serratia	cephalosporin	stateHQX	0.073773
Serratia	cephalosporin	stateIJE	0.252051
Serratia	cephalosporin	stateIWK	0.221854
Serratia	cephalosporin	stateJBF	0.092674
Serratia	cephalosporin	stateKFE	0.252708
Serratia	cephalosporin	stateLJC	0.228211
Serratia	cephalosporin	stateLMH	0.011788
Serratia	cephalosporin	stateLWR	0.126825
Serratia	cephalosporin	stateMMO	0.172673
Serratia	cephalosporin	stateNWF	0.022746
Serratia	cephalosporin	stateOUP	0.093836
Serratia	cephalosporin	statePIO	0.201372
Serratia	cephalosporin	statePJJ	0.03
Serratia	cephalosporin	stateRHV	0.26025
Serratia	cephalosporin	stateSHP	0.054141
Serratia	cephalosporin	stateSLZ	0.332385
Serratia	cephalosporin	stateSNB	0.126148
Serratia	cephalosporin	stateSTP	0.015
Serratia	cephalosporin	stateTMR	0.154891
Serratia	cephalosporin	stateTOE	0.073333
Serratia	cephalosporin	stateUEQ	0.03
Serratia	cephalosporin	stateUMX	0.174787
Serratia	cephalosporin	stateVIE	0.247487
Serratia	cephalosporin	stateVUS	0.021014
Serratia	cephalosporin	stateWFM	0.05
Serratia	cephalosporin	stateWPV	0.242174
Serratia	cephalosporin	stateXYX	0.08764
Serratia	cephalosporin	stateYJD	0.386667
Serratia	cephalosporin	stateYUW	0.129345
Serratia	cephalosporin	stateYVE	0.171062
Serratia	cephalosporin	stateZWS	0.497889
Serratia	quinolone	stateBFU	0.02924
Serratia	quinolone	stateCCZ	0.049837
Serratia	quinolone	stateCUX	0.06
Serratia	quinolone	stateCWD	0.02
Serratia	quinolone	stateCYL	0.014981
Serratia	quinolone	stateELN	0.049484
Serratia	quinolone	stateEPB	0.065433
Serratia	quinolone	stateERZ	0.036121
Serratia	quinolone	stateEVG	0.032511
Serratia	quinolone	stateGKW	0.022478
Serratia	quinolone	stateHQX	0.035455
Serratia	quinolone	stateIJE	0.068879
Serratia	quinolone	stateIWK	0.046011
Serratia	quinolone	stateJBF	0.104576
Serratia	quinolone	stateKFE	0.061667
Serratia	quinolone	stateLJC	0.009268
Serratia	quinolone	stateLMH	0.060511
Serratia	quinolone	stateLWR	0.084286
Serratia	quinolone	stateMMO	0.030806
Serratia	quinolone	stateNWF	0.036311
Serratia	quinolone	stateOUP	0.068366
Serratia	quinolone	statePIO	0.064643
Serratia	quinolone	statePJJ	0.07
Serratia	quinolone	stateRHV	0.0755
Serratia	quinolone	stateSHP	0.061281
Serratia	quinolone	stateSLZ	0.086308
Serratia	quinolone	stateSNB	0.081189
Serratia	quinolone	stateSTP	0.01
Serratia	quinolone	stateTMR	0.074818
Serratia	quinolone	stateTOE	0.02
Serratia	quinolone	stateUEQ	0.055
Serratia	quinolone	stateUMX	0.0665
Serratia	quinolone	stateVIE	0.12031
Serratia	quinolone	stateVUS	0.027536
Serratia	quinolone	stateWFM	0.03
Serratia	quinolone	stateWPV	0.140976
Serratia	quinolone	stateXYX	0.029349
Serratia	quinolone	stateYJD	0.17
Serratia	quinolone	stateYUW	0.109466
Serratia	quinolone	stateYVE	0.023371
Serratia	quinolone	stateZWS	0.165565
Serratia	tmpsmx	stateBFU	0.019608
Serratia	tmpsmx	stateCCZ	0.028179
Serratia	tmpsmx	stateCYL	0.053506
Serratia	tmpsmx	stateELN	0.058077
Serratia	tmpsmx	stateEPB	0.063477
Serratia	tmpsmx	stateERZ	0.036552
Serratia	tmpsmx	stateEVG	0.010298
Serratia	tmpsmx	stateGKW	0.005802
Serratia	tmpsmx	stateHQX	0
Serratia	tmpsmx	stateIJE	0.056616
Serratia	tmpsmx	stateIWK	0.001461
Serratia	tmpsmx	stateJBF	0.038757
Serratia	tmpsmx	stateKFE	0
Serratia	tmpsmx	stateLJC	0.026748
Serratia	tmpsmx	stateLMH	0.011034
Serratia	tmpsmx	stateLWR	0.04619
Serratia	tmpsmx	stateMMO	0
Serratia	tmpsmx	stateNWF	0.01
Serratia	tmpsmx	stateOUP	0.050938
Serratia	tmpsmx	statePIO	0.004553
Serratia	tmpsmx	stateRHV	0.031
Serratia	tmpsmx	stateSHP	0.037209
Serratia	tmpsmx	stateSLZ	0.047462
Serratia	tmpsmx	stateSNB	0.063566
Serratia	tmpsmx	stateSTP	0
Serratia	tmpsmx	stateTMR	0.042765
Serratia	tmpsmx	stateTOE	0.02
Serratia	tmpsmx	stateUEQ	0.01
Serratia	tmpsmx	stateUMX	0.020259
Serratia	tmpsmx	stateVIE	0.716923
Serratia	tmpsmx	stateVUS	0.03
Serratia	tmpsmx	stateWPV	0.066545000000000007
Serratia	tmpsmx	stateXYX	0.053391
Serratia	tmpsmx	stateYJD	0
Serratia	tmpsmx	stateYUW	0.051505
Serratia	tmpsmx	stateYVE	0.013333
Serratia	tmpsmx	stateZWS	0.086339
Stenotrophomonas	tmpsmx	stateCCZ	0.02754
Stenotrophomonas	tmpsmx	stateCUX	0
Stenotrophomonas	tmpsmx	stateCYL	0.019948
Stenotrophomonas	tmpsmx	stateEPB	0.05073
Stenotrophomonas	tmpsmx	stateERZ	0.01284
Stenotrophomonas	tmpsmx	stateEVG	0.02
Stenotrophomonas	tmpsmx	stateGKW	0.06498
Stenotrophomonas	tmpsmx	stateHQX	0.11
Stenotrophomonas	tmpsmx	stateIJE	0.032015
Stenotrophomonas	tmpsmx	stateIWK	0.02
Stenotrophomonas	tmpsmx	stateJBF	0.157143
Stenotrophomonas	tmpsmx	stateKFE	0.087822
Stenotrophomonas	tmpsmx	stateLMH	0.02
Stenotrophomonas	tmpsmx	stateLWR	0.034659
Stenotrophomonas	tmpsmx	stateMMO	0.116277
Stenotrophomonas	tmpsmx	stateOUP	0.116807
Stenotrophomonas	tmpsmx	statePIO	0.2
Stenotrophomonas	tmpsmx	statePJJ	0.05
Stenotrophomonas	tmpsmx	stateRHV	0.02
Stenotrophomonas	tmpsmx	stateSHP	0.047898
Stenotrophomonas	tmpsmx	stateSLZ	0.06025
Stenotrophomonas	tmpsmx	stateSNB	0.097464
Stenotrophomonas	tmpsmx	stateTMR	0.120927
Stenotrophomonas	tmpsmx	stateTOE	0
Stenotrophomonas	tmpsmx	stateUEQ	0.02
Stenotrophomonas	tmpsmx	stateUMX	0.055714
Stenotrophomonas	tmpsmx	stateVIE	0.027876
Stenotrophomonas	tmpsmx	stateVUS	0.144698
Stenotrophomonas	tmpsmx	stateWFM	0.11
Stenotrophomonas	tmpsmx	stateWPV	0.143184
Stenotrophomonas	tmpsmx	stateXYX	0.094942
Stenotrophomonas	tmpsmx	stateYUW	0.02
Stenotrophomonas	tmpsmx	stateYVE	0.052965
Stenotrophomonas	tmpsmx	stateZWS	0.098162
