source	data	state_id	drug_group	first_use	repeat_use
medicare	"NA"	statePJJ	beta_lactam	0.18668	0.098309
medicare	"NA"	statePJJ	cephalosporin	0.16435	0.081058
medicare	"NA"	statePJJ	macrolide	0.203561	0.094246
medicare	"NA"	statePJJ	nitrofurantoin	0.053543	0.052341
medicare	"NA"	statePJJ	overall	0.584302	1.089007
medicare	"NA"	statePJJ	quinolone	0.233524	0.148427
medicare	"NA"	statePJJ	tetracycline	0.07164	0.049131
medicare	"NA"	statePJJ	tmpsmx	0.109525	0.068796
medicare	"NA"	stateQES	beta_lactam	0.187948	0.100293
medicare	"NA"	stateQES	cephalosporin	0.115497	0.047887
medicare	"NA"	stateQES	macrolide	0.2052	0.097106
medicare	"NA"	stateQES	nitrofurantoin	0.042632	0.029509
medicare	"NA"	stateQES	overall	0.53581	0.810115
medicare	"NA"	stateQES	quinolone	0.198383	0.113163
medicare	"NA"	stateQES	tetracycline	0.04172	0.026171
medicare	"NA"	stateQES	tmpsmx	0.056078	0.029931
medicare	"NA"	stateRHV	beta_lactam	0.188893	0.1021
medicare	"NA"	stateRHV	cephalosporin	0.181415	0.097022
medicare	"NA"	stateRHV	macrolide	0.230676	0.118235
medicare	"NA"	stateRHV	nitrofurantoin	0.054288	0.060442
medicare	"NA"	stateRHV	overall	0.625381	1.279989
medicare	"NA"	stateRHV	quinolone	0.267806	0.185425
medicare	"NA"	stateRHV	tetracycline	0.094871	0.051166
medicare	"NA"	stateRHV	tmpsmx	0.125759	0.076191
medicare	"NA"	stateSHP	beta_lactam	0.192562	0.105635
medicare	"NA"	stateSHP	cephalosporin	0.150402	0.075034
medicare	"NA"	stateSHP	macrolide	0.198198	0.094505
medicare	"NA"	stateSHP	nitrofurantoin	0.048771	0.045377
medicare	"NA"	stateSHP	overall	0.564335	1.038582
medicare	"NA"	stateSHP	quinolone	0.220623	0.137374
medicare	"NA"	stateSHP	tetracycline	0.077277	0.048696
medicare	"NA"	stateSHP	tmpsmx	0.090267	0.059925
medicare	"NA"	stateSLZ	beta_lactam	0.183765	0.099141
medicare	"NA"	stateSLZ	cephalosporin	0.140194	0.069969
medicare	"NA"	stateSLZ	macrolide	0.222607	0.110598
medicare	"NA"	stateSLZ	nitrofurantoin	0.055993	0.067322
medicare	"NA"	stateSLZ	overall	0.590021	1.161728
medicare	"NA"	stateSLZ	quinolone	0.24203	0.155052
medicare	"NA"	stateSLZ	tetracycline	0.088914000000000007	0.049453
medicare	"NA"	stateSLZ	tmpsmx	0.12234	0.076812
medicare	"NA"	stateSNB	beta_lactam	0.187794	0.103865
medicare	"NA"	stateSNB	cephalosporin	0.155341	0.080175
medicare	"NA"	stateSNB	macrolide	0.191006	0.092022
medicare	"NA"	stateSNB	nitrofurantoin	0.043922	0.038041
medicare	"NA"	stateSNB	overall	0.547782	0.954924
medicare	"NA"	stateSNB	quinolone	0.200925	0.122434
medicare	"NA"	stateSNB	tetracycline	0.061521	0.037696
medicare	"NA"	stateSNB	tmpsmx	0.079887	0.049804
medicare	"NA"	stateSTP	beta_lactam	0.184087	0.108305
medicare	"NA"	stateSTP	cephalosporin	0.180338	0.113691
medicare	"NA"	stateSTP	macrolide	0.192125	0.105464
medicare	"NA"	stateSTP	nitrofurantoin	0.043433	0.043612
medicare	"NA"	stateSTP	overall	0.561046	1.092318
medicare	"NA"	stateSTP	quinolone	0.206542	0.143286
medicare	"NA"	stateSTP	tetracycline	0.069472	0.050699
medicare	"NA"	stateSTP	tmpsmx	0.088452	0.062351
medicare	"NA"	stateTGK	beta_lactam	0.13756	0.061206000000000003
medicare	"NA"	stateTGK	cephalosporin	0.101779	0.05249
medicare	"NA"	stateTGK	macrolide	0.179999	0.093839
medicare	"NA"	stateTGK	nitrofurantoin	0.036581	0.034975
medicare	"NA"	stateTGK	overall	0.460209	0.738373
medicare	"NA"	stateTGK	quinolone	0.16601	0.104015
medicare	"NA"	stateTGK	tetracycline	0.043763	0.020898
medicare	"NA"	stateTGK	tmpsmx	0.077919	0.041687
medicare	"NA"	stateTMR	beta_lactam	0.170546	0.099353
medicare	"NA"	stateTMR	cephalosporin	0.116721	0.062421
medicare	"NA"	stateTMR	macrolide	0.155113	0.075699
medicare	"NA"	stateTMR	nitrofurantoin	0.030535	0.026316
medicare	"NA"	stateTMR	overall	0.480025	0.786616
medicare	"NA"	stateTMR	quinolone	0.165069	0.100153
medicare	"NA"	stateTMR	tetracycline	0.050606	0.042166
medicare	"NA"	stateTMR	tmpsmx	0.068364	0.063308
medicare	"NA"	stateTOE	beta_lactam	0.17953	0.097682
medicare	"NA"	stateTOE	cephalosporin	0.148152	0.073877
medicare	"NA"	stateTOE	macrolide	0.169101	0.073942
medicare	"NA"	stateTOE	nitrofurantoin	0.040139	0.048736
medicare	"NA"	stateTOE	overall	0.513117	0.896168
medicare	"NA"	stateTOE	quinolone	0.171725	0.101959
medicare	"NA"	stateTOE	tetracycline	0.056627	0.045081
medicare	"NA"	stateTOE	tmpsmx	0.084727	0.068527
medicare	"NA"	stateUEQ	beta_lactam	0.187712	0.098365
medicare	"NA"	stateUEQ	cephalosporin	0.112278	0.046313
medicare	"NA"	stateUEQ	macrolide	0.180909	0.079982
medicare	"NA"	stateUEQ	nitrofurantoin	0.045388	0.030114
medicare	"NA"	stateUEQ	overall	0.522207	0.809802
medicare	"NA"	stateUEQ	quinolone	0.195709	0.120421
medicare	"NA"	stateUEQ	tetracycline	0.050978	0.033607
medicare	"NA"	stateUEQ	tmpsmx	0.074389	0.035572
medicare	"NA"	stateUMX	beta_lactam	0.178139	0.09703
medicare	"NA"	stateUMX	cephalosporin	0.120396	0.056822
medicare	"NA"	stateUMX	macrolide	0.191287	0.092336
medicare	"NA"	stateUMX	nitrofurantoin	0.042817	0.03407
medicare	"NA"	stateUMX	overall	0.519096	0.865819
medicare	"NA"	stateUMX	quinolone	0.201611	0.120421
medicare	"NA"	stateUMX	tetracycline	0.04446	0.03143
medicare	"NA"	stateUMX	tmpsmx	0.074291	0.037349
medicare	"NA"	stateUWX	beta_lactam	0.184775	0.096408
medicare	"NA"	stateUWX	cephalosporin	0.16913	0.086163
medicare	"NA"	stateUWX	macrolide	0.214046	0.103726
medicare	"NA"	stateUWX	nitrofurantoin	0.045529	0.049905
medicare	"NA"	stateUWX	overall	0.593344	1.138415
medicare	"NA"	stateUWX	quinolone	0.236012	0.153795
medicare	"NA"	stateUWX	tetracycline	0.090688	0.053286
medicare	"NA"	stateUWX	tmpsmx	0.115119	0.072359
medicare	"NA"	stateVIE	beta_lactam	0.181022	0.110823
medicare	"NA"	stateVIE	cephalosporin	0.112524	0.060464
medicare	"NA"	stateVIE	macrolide	0.161063	0.081224
medicare	"NA"	stateVIE	nitrofurantoin	0.038495	0.038572
medicare	"NA"	stateVIE	overall	0.494931	0.821339
medicare	"NA"	stateVIE	quinolone	0.164736	0.093142
medicare	"NA"	stateVIE	tetracycline	0.050492	0.047643
medicare	"NA"	stateVIE	tmpsmx	0.072252	0.05505
medicare	"NA"	stateVUS	beta_lactam	0.147892	0.091223
medicare	"NA"	stateVUS	cephalosporin	0.115007	0.069067
medicare	"NA"	stateVUS	macrolide	0.163147	0.079881
medicare	"NA"	stateVUS	nitrofurantoin	0.035471	0.027949
medicare	"NA"	stateVUS	overall	0.468442	0.733177
medicare	"NA"	stateVUS	quinolone	0.148239	0.089855
medicare	"NA"	stateVUS	tetracycline	0.04614	0.024301
medicare	"NA"	stateVUS	tmpsmx	0.069283	0.057143
medicare	"NA"	stateWFM	beta_lactam	0.172674	0.082662
medicare	"NA"	stateWFM	cephalosporin	0.124842	0.058184
medicare	"NA"	stateWFM	macrolide	0.183514	0.081834
medicare	"NA"	stateWFM	nitrofurantoin	0.035694	0.025375
medicare	"NA"	stateWFM	overall	0.500803	0.793209
medicare	"NA"	stateWFM	quinolone	0.175414	0.097846
medicare	"NA"	stateWFM	tetracycline	0.053413	0.032354
medicare	"NA"	stateWFM	tmpsmx	0.079135	0.041709
medicare	"NA"	stateWPV	beta_lactam	0.169898	0.085064
medicare	"NA"	stateWPV	cephalosporin	0.126188	0.055806
medicare	"NA"	stateWPV	macrolide	0.207862	0.103053
medicare	"NA"	stateWPV	nitrofurantoin	0.040751	0.034319
medicare	"NA"	stateWPV	overall	0.547852	0.935244
medicare	"NA"	stateWPV	quinolone	0.220788	0.1313
medicare	"NA"	stateWPV	tetracycline	0.064789	0.042119
medicare	"NA"	stateWPV	tmpsmx	0.079617	0.046897
medicare	"NA"	stateXYX	beta_lactam	0.178663	0.098968
medicare	"NA"	stateXYX	cephalosporin	0.163735	0.092324
medicare	"NA"	stateXYX	macrolide	0.196534	0.097724
medicare	"NA"	stateXYX	nitrofurantoin	0.041132	0.043268
medicare	"NA"	stateXYX	overall	0.560105	1.042765
medicare	"NA"	stateXYX	quinolone	0.211855	0.137031
medicare	"NA"	stateXYX	tetracycline	0.070883	0.052392
medicare	"NA"	stateXYX	tmpsmx	0.092521	0.06485
medicare	"NA"	stateYJD	beta_lactam	0.166221	0.089954
medicare	"NA"	stateYJD	cephalosporin	0.144628	0.074333
medicare	"NA"	stateYJD	macrolide	0.176829	0.088111
medicare	"NA"	stateYJD	nitrofurantoin	0.035654	0.032499
medicare	"NA"	stateYJD	overall	0.493108	0.826214
medicare	"NA"	stateYJD	quinolone	0.156145	0.087698
medicare	"NA"	stateYJD	tetracycline	0.047731	0.039723
medicare	"NA"	stateYJD	tmpsmx	0.080235	0.057378
medicare	"NA"	stateYUW	beta_lactam	0.188604	0.112565
medicare	"NA"	stateYUW	cephalosporin	0.163839	0.099859
medicare	"NA"	stateYUW	macrolide	0.16164799999999999	0.077027
medicare	"NA"	stateYUW	nitrofurantoin	0.040204	0.04779
medicare	"NA"	stateYUW	overall	0.541552	1.016616
medicare	"NA"	stateYUW	quinolone	0.200345	0.129806
medicare	"NA"	stateYUW	tetracycline	0.061193	0.056505
medicare	"NA"	stateYUW	tmpsmx	0.092311	0.08343
medicare	"NA"	stateYVE	beta_lactam	0.194444	0.110715
medicare	"NA"	stateYVE	cephalosporin	0.113305	0.050174
medicare	"NA"	stateYVE	macrolide	0.199428	0.099027
medicare	"NA"	stateYVE	nitrofurantoin	0.036725	0.027151
medicare	"NA"	stateYVE	overall	0.534087	0.858509
medicare	"NA"	stateYVE	quinolone	0.208438	0.123571
medicare	"NA"	stateYVE	tetracycline	0.044106	0.026585
medicare	"NA"	stateYVE	tmpsmx	0.059192	0.036604
medicare	"NA"	stateYWF	beta_lactam	0.179182	0.118382
medicare	"NA"	stateYWF	cephalosporin	0.13972	0.076053
medicare	"NA"	stateYWF	macrolide	0.181236	0.091015
medicare	"NA"	stateYWF	nitrofurantoin	0.034744	0.03342
medicare	"NA"	stateYWF	overall	0.525048	0.905939
medicare	"NA"	stateYWF	quinolone	0.198088	0.12998
medicare	"NA"	stateYWF	tetracycline	0.041995	0.035568
medicare	"NA"	stateYWF	tmpsmx	0.072874	0.055003
medicare	"NA"	stateZWS	beta_lactam	0.18167	0.111003
medicare	"NA"	stateZWS	cephalosporin	0.13396	0.071457
medicare	"NA"	stateZWS	macrolide	0.196907	0.103609
medicare	"NA"	stateZWS	nitrofurantoin	0.044343	0.048567
medicare	"NA"	stateZWS	overall	0.538684	1.020128
medicare	"NA"	stateZWS	quinolone	0.199165	0.132188
medicare	"NA"	stateZWS	tetracycline	0.066851	0.050512
medicare	"NA"	stateZWS	tmpsmx	0.088463	0.067503
